X,Y,Speed,Angle,Altitude,Satellites,Timestamp
859313016,273891116,33,315,620,16,1.7046E+12
859312416,273891783,33,325,619,16,1.7046E+12
859311983,273892550,34,337,618,16,1.7046E+12
859311716,273893433,34,347,618,16,1.7046E+12
859310816,273896949,36,324,613,15,1.7046E+12
859310000,273897833,37,307,611,16,1.7046E+12
859309233,273898050,38,297,612,15,1.7046E+12
859307233,273899016,38,311,611,16,1.7046E+12
859306350,273899533,36,321,611,16,1.7046E+12
859305900,273900800,39,331,608,16,1.7046E+12
859305683,273902033,42,346,607,16,1.7046E+12
859304266,273908500,44,333,610,15,1.7046E+12
859302599,273912383,34,340,606,16,1.7046E+12
859302333,273913250,32,352,606,16,1.7046E+12
859302300,273914033,33,2,607,16,1.7046E+12
859302200,273915700,34,347,609,16,1.7046E+12
859301749,273916366,31,329,611,16,1.7046E+12
859300716,273917866,35,340,613,16,1.7046E+12
859300566,273918749,35,354,613,16,1.7046E+12
859300666,273919583,34,9,614,16,1.7046E+12
859301066,273922300,38,355,615,15,1.7046E+12
859299850,273931516,40,351,623,16,1.7046E+12
859298866,273932999,39,335,627,16,1.7046E+12
859297799,273934566,38,320,627,16,1.7046E+12
859295450,273936900,38,334,628,16,1.7046E+12
859295099,273937950,38,347,628,16,1.7046E+12
859294983,273938716,38,358,629,16,1.7046E+12
859295066,273943816,37,343,629,16,1.7046E+12
859294583,273944400,34,332,631,16,1.7046E+12
859293883,273945033,35,321,631,16,1.7046E+12
859293016,273945550,35,305,632,16,1.7046E+12
859292016,273945766,33,290,632,16,1.7046E+12
859290349,273946350,28,304,633,16,1.7046E+12
859289716,273946783,28,317,632,16,1.7046E+12
859287899,273948450,33,304,633,16,1.7046E+12
859287016,273948750,33,289,633,16,1.7046E+12
859284983,273949150,37,278,635,16,1.7046E+12
859278150,273950466,40,295,639,16,1.7046E+12
859275366,273951916,37,284,640,16,1.7046E+12
859274583,273952066,34,273,640,16,1.7046E+12
859273200,273951933,25,255,640,16,1.7046E+12
859270583,273951400,27,276,639,14,1.7046E+12
859269750,273951566,31,286,639,13,1.7046E+12
859268916,273951950,33,300,638,13,1.7046E+12
859268099,273952583,36,313,637,13,1.7046E+12
859265366,273955033,48,308,633,15,1.7046E+12
859263966,273955800,50,297,632,15,1.7046E+12
859262600,273956216,51,287,632,15,1.7046E+12
859259749,273956416,54,275,628,15,1.7046E+12
859252716,273956883,44,283,620,13,1.7046E+12
859250383,273958033,44,303,618,13,1.7046E+12
859249449,273958783,48,313,616,13,1.7046E+12
859243616,273964933,52,327,606,15,1.7046E+12
859242733,273967750,52,339,604,15,1.7046E+12
859241099,273971000,49,328,604,16,1.7046E+12
859235483,273979133,44,323,599,16,1.7046E+12
859233583,273980700,44,306,597,15,1.7046E+12
859225900,273985816,52,317,590,15,1.7046E+12
859223466,273989233,50,329,587,15,1.7046E+12
859220949,273994583,38,328,584,15,1.7046E+12
859219799,273996633,28,352,584,15,1.7046E+12
859219916,273997216,23,10,584,15,1.7046E+12
859220433,273997683,23,44,584,15,1.7046E+12
859221116,273997966,23,66,584,15,1.7046E+12
859221833,273997916,24,87,584,15,1.7046E+12
859222499,273997300,27,129,584,15,1.7046E+12
859222883,273996600,27,150,584,15,1.7046E+12
859223066,273995733,32,166,583,15,1.7046E+12
859223233,273993500,42,168,583,15,1.7046E+12
859224050,273990533,38,157,581,14,1.7046E+12
859225383,273988683,46,144,579,15,1.7046E+12
859227516,273986816,54,131,577,15,1.7046E+12
859229816,273985416,49,117,575,15,1.7046E+12
859232066,273984516,39,109,574,15,1.7046E+12
859236233,273982866,41,121,571,15,1.7046E+12
859238433,273981483,44,135,570,15,1.7046E+12
859239950,273980066,28,141,569,15,1.7046E+12
859242300,273977333,39,140,569,15,1.7046E+12
859247099,273971916,32,120,564,15,1.7046E+12
859247883,273971783,28,102,563,14,1.7046E+12
859248416,273972083,24,61,562,15,1.7046E+12
859248750,273972716,25,34,561,15,1.7046E+12
859249000,273973400,23,21,561,15,1.7046E+12
859248683,273973933,19,354,560,15,1.7046E+12
859247866,273974400,26,303,560,15,1.7046E+12
859245199,273975633,36,306,559,15,1.7046E+12
859244466,273976383,41,317,558,15,1.7046E+12
859242950,273978316,46,329,557,15,1.7046E+12
859238083,273984733,52,314,549,15,1.7046E+12
859232500,273988683,40,319,541,15,1.7046E+12
859232050,273989633,43,329,539,15,1.7046E+12
859231066,273992200,50,340,536,15,1.7046E+12
859228149,274000916,48,334,531,15,1.7046E+12
859226500,274002466,45,324,532,15,1.7046E+12
859224083,274005000,43,314,528,15,1.7046E+12
859222016,274006883,30,326,527,15,1.7046E+12
859221849,274007683,28,339,527,15,1.7046E+12
859221950,274008400,25,356,527,15,1.7046E+12
859222466,274008983,23,18,527,15,1.7046E+12
859223233,274009116,19,57,527,15,1.7046E+12
859224083,274008883,24,101,527,15,1.7046E+12
859224616,274008416,24,132,526,15,1.7046E+12
859224933,274007733,28,159,526,15,1.7046E+12
859225699,274005066,39,152,525,15,1.7046E+12
859226566,274004216,41,139,523,15,1.7046E+12
859227616,274003333,44,128,520,15,1.7046E+12
859232566,273999500,44,139,513,15,1.7046E+12
859237900,273992683,44,153,504,15,1.7046E+12
859239299,273990133,31,148,501,15,1.7046E+12
859240350,273989416,23,116,500,15,1.7046E+12
859241083,273989416,24,87,499,15,1.7046E+12
859241750,273989550,23,69,498,15,1.7046E+12
859242133,273990000,21,44,496,14,1.7046E+12
859242100,273990683,21,356,495,15,1.7046E+12
859241833,273991350,23,338,495,15,1.7046E+12
859241216,273992016,31,321,494,15,1.7046E+12
859238333,273995316,40,338,490,14,1.7046E+12
859238083,273997666,44,350,490,15,1.7046E+12
859236883,274004000,50,338,490,15,1.7046E+12
859232550,274009199,53,328,494,15,1.7046E+12
859229416,274014750,46,341,493,15,1.7046E+12
859229249,274017533,48,357,493,15,1.7046E+12
859228866,274021900,44,341,494,15,1.7046E+12
859225100,274029300,55,337,491,15,1.7046E+12
859220333,274037900,54,323,492,15,1.7046E+12
859217933,274040016,55,307,490,15,1.7046E+12
859209083,274044316,60,294,489,15,1.7046E+12
859202416,274046016,61,282,494,14,1.7046E+12
859190949,274047983,58,271,494,15,1.7046E+12
859180616,274047049,47,261,495,15,1.7046E+12
859178000,274046150,45,241,495,15,1.7046E+12
859177183,274045450,45,228,494,15,1.7046E+12
859176300,274044450,44,215,496,14,1.7046E+12
859175633,274043433,45,204,497,15,1.7046E+12
859175433,274042316,46,190,497,15,1.7046E+12
859175316,274041216,46,179,499,15,1.7046E+12
859175516,274040233,44,165,500,15,1.7046E+12
859176116,274039316,44,154,501,15,1.7046E+12
859179550,274033500,33,174,501,15,1.7046E+12
859179333,274032666,30,194,501,14,1.7046E+12
859179049,274032033,28,208,502,15,1.7046E+12
859178499,274031566,25,222,502,15,1.7046E+12
859178016,274031316,22,243,502,15,1.7046E+12
859177416,274031216,25,257,502,15,1.7046E+12
859174733,274030983,37,264,502,15,1.7046E+12
859165150,274030466,41,280,500,15,1.7046E+12
859162666,274030716,49,267,497,15,1.7046E+12
859153549,274030500,59,263,493,13,1.7046E+12
859142866,274029566,64,269,492,13,1.7046E+12
859139283,274029316,62,258,491,13,1.7046E+12
859135933,274028766,57,268,492,13,1.7046E+12
859132833,274029050,54,283,493,13,1.7046E+12
859129966,274030016,52,294,495,13,1.7046E+12
859121650,274033716,51,306,507,14,1.7046E+12
859113766,274040883,46,305,513,15,1.7046E+12
859111266,274041850,45,290,515,15,1.7046E+12
859100883,274044799,38,309,522,14,1.7046E+12
859100199,274045516,39,323,524,15,1.7046E+12
859099416,274047799,42,339,525,15,1.7046E+12
859099066,274048450,42,329,527,15,1.7046E+12
859098416,274049216,42,317,528,15,1.7046E+12
859097283,274050033,41,302,529,15,1.7046E+12
859094466,274051466,38,318,535,15,1.7046E+12
859094116,274052566,36,332,534,15,1.7046E+12
859092533,274054866,38,322,538,15,1.7046E+12
859091700,274055450,38,308,537,15,1.7046E+12
859082650,274061099,47,314,541,15,1.7046E+12
859080216,274064100,49,327,543,15,1.7046E+12
859074700,274072933,52,321,553,15,1.7046E+12
859067933,274080849,48,322,555,16,1.7046E+12
859061150,274088683,47,320,559,16,1.7046E+12
859059166,274090316,40,301,561,16,1.7046E+12
859058283,274090633,39,290,560,16,1.7046E+12
859057150,274090883,39,273,559,16,1.7046E+12
859055999,274090716,38,262,559,17,1.7046E+12
859055233,274090433,39,249,558,17,1.7046E+12
859054300,274089933,42,239,558,17,1.7046E+12
859047050,274086516,52,248,555,15,1.7046E+12
859036733,274082850,57,246,550,14,1.7046E+12
859032766,274081116,50,232,548,14,1.7046E+12
859030733,274079233,50,213,550,14,1.7046E+12
859029383,274076916,52,197,551,13,1.7046E+12
859028866,274072233,41,208,550,13,1.7046E+12
859028166,274071566,41,219,550,14,1.7046E+12
859027399,274070816,39,231,551,13,1.7046E+12
859025233,274070033,38,246,552,14,1.7046E+12
859020350,274068600,21,246,555,14,1.7046E+12
859017483,274067849,32,252,556,14,1.7046E+12
859014149,274066750,43,251,558,14,1.7046E+12
859009083,274065066,45,240,557,14,1.7046E+12
859006883,274063816,34,238,558,15,1.7046E+12
859004533,274062350,24,239,557,15,1.7046E+12
859003366,274061866,24,250,556,15,1.7046E+12
859001766,274061700,31,267,556,15,1.7046E+12
859000883,274061800,34,278,555,15,1.7046E+12
858999916,274062050,34,289,555,15,1.7046E+12
858998966,274062466,37,300,554,15,1.7046E+12
858996916,274063883,37,311,553,15,1.7046E+12
858995700,274065100,30,333,553,15,1.7046E+12
858995616,274065966,29,343,552,15,1.7046E+12
858995750,274066900,32,357,552,15,1.7046E+12
858995783,274069266,24,346,551,15,1.7046E+12
858995433,274069750,20,330,550,15,1.7046E+12
858994316,274069766,16,280,549,15,1.7046E+12
858993816,274069100,20,219,548,15,1.7046E+12
858993416,274067750,24,180,547,15,1.7046E+12
858993733,274066016,33,165,547,14,1.7046E+12
858994516,274062583,41,176,545,14,1.7046E+12
858994516,274059683,31,186,543,13,1.7046E+12
858994366,274059083,26,203,543,13,1.7046E+12
858993950,274058800,25,221,543,15,1.7046E+12
858993400,274058500,22,243,543,13,1.7046E+12
858992700,274058549,24,275,543,13,1.7046E+12
858992100,274058866,24,304,542,13,1.7046E+12
858991633,274059383,25,322,542,13,1.7046E+12
858991500,274060200,27,345,542,13,1.7046E+12
858991583,274061033,31,1,541,14,1.7046E+12
858991750,274063799,28,347,540,14,1.7046E+12
858991283,274065083,24,334,539,13,1.7046E+12
858991000,274065416,16,323,538,14,1.7046E+12
858990650,274065633,12,310,537,14,1.7046E+12
858990416,274065783,10,322,537,14,1.7046E+12
858990316,274066000,7,356,537,14,1.7046E+12
858990316,274066150,0,356,538,16,1.7046E+12
858990316,274066150,9,9,538,16,1.7046E+12
858990700,274067450,23,16,538,15,1.7046E+12
858991216,274069150,20,358,537,15,1.7046E+12
858991133,274069633,17,343,536,15,1.7046E+12
858990916,274070016,16,321,536,15,1.7046E+12
858990550,274070283,16,300,535,14,1.7046E+12
858990100,274070383,16,274,535,14,1.7046E+12
858989616,274070349,17,254,534,14,1.7046E+12
858989150,274070166,17,238,534,15,1.7046E+12
858988833,274069750,20,212,533,15,1.7046E+12
858988233,274068616,26,200,533,15,1.7046E+12
858987883,274067233,28,186,532,15,1.7046E+12
858988000,274066500,28,169,531,15,1.7046E+12
858988249,274065766,28,158,531,15,1.7046E+12
858988766,274064266,29,172,529,14,1.7046E+12
858988766,274063500,29,191,529,14,1.7046E+12
858988483,274062816,27,209,528,14,1.7046E+12
858987949,274062216,29,228,527,14,1.7046E+12
858987216,274061816,30,243,528,14,1.7046E+12
858986283,274061516,34,253,528,14,1.7046E+12
858986283,274061516,34,253,528,14,1.7046E+12
858976116,274058849,38,263,525,13,1.7046E+12
858975016,274058800,36,274,525,12,1.7046E+12
858972900,274059299,38,289,527,12,1.7046E+12
858970200,274060716,37,302,531,13,1.7046E+12
858963083,274064600,27,295,546,16,1.7046E+12
858960766,274065366,13,286,548,16,1.7046E+12
858958816,274065816,28,284,549,16,1.7046E+12
858956916,274066233,38,283,547,16,1.7046E+12
858946850,274068616,46,293,542,16,1.7046E+12
858944600,274069983,43,310,545,15,1.7046E+12
858943566,274071816,42,323,544,15,1.7046E+12
858942399,274073800,44,337,544,16,1.7046E+12
858940499,274077483,38,317,544,16,1.7046E+12
858939699,274078083,38,302,544,16,1.7046E+12
858938783,274078450,38,291,544,16,1.7046E+12
858937599,274078766,42,281,544,16,1.7046E+12
858931966,274079183,53,279,541,15,1.7046E+12
858921166,274080933,49,286,538,16,1.7046E+12
858920300,274081500,47,297,539,15,1.7046E+12
858918166,274083116,48,313,539,16,1.7046E+12
858911916,274090416,53,322,537,16,1.7046E+12
858904966,274097633,55,315,540,16,1.7046E+12
858897233,274103666,48,311,548,16,1.7046E+12
858894716,274106650,43,321,544,16,1.7046E+12
858892816,274109400,44,332,551,16,1.7046E+12
858891316,274112400,38,318,554,16,1.7046E+12
858889683,274113400,36,300,554,16,1.7046E+12
858887616,274113883,34,290,553,16,1.7046E+12
858885966,274114633,33,303,553,16,1.7046E+12
858885316,274115183,32,313,553,16,1.7046E+12
858884733,274115850,32,323,553,15,1.7046E+12
858880333,274122533,35,336,550,16,1.7046E+12
858880000,274124383,36,355,550,15,1.7046E+12
858880249,274125283,37,5,549,16,1.7046E+12
858881000,274130800,42,355,550,16,1.7046E+12
858880383,274132700,42,337,550,16,1.7046E+12
858879083,274134566,42,323,549,16,1.7046E+12
858877249,274136166,44,310,549,16,1.7046E+12
858872116,274139533,45,299,551,16,1.7046E+12
858862533,274144316,47,305,548,15,1.7046E+12
858854549,274148933,39,295,545,16,1.7046E+12
858849150,274150783,37,281,545,16,1.7046E+12
858847166,274150516,36,263,545,16,1.7046E+12
858845366,274150099,39,243,545,16,1.7046E+12
858843850,274148899,42,222,544,16,1.7046E+12
858843150,274147900,43,209,543,15,1.7046E+12
858840400,274142783,41,224,540,14,1.7046E+12
858837083,274139766,40,208,533,14,1.7046E+12
858836750,274138666,40,198,532,13,1.7046E+12
858836183,274136566,42,178,529,14,1.7046E+12
858836583,274132316,38,188,524,13,1.7046E+12
858836533,274131716,37,198,523,13,1.7046E+12
858836016,274130800,37,208,521,13,1.7046E+12
858834583,274129566,37,226,520,12,1.7046E+12
858833783,274129050,37,236,519,12,1.7046E+12
858832899,274128583,37,246,519,12,1.7046E+12
858831866,274128233,37,256,518,12,1.7046E+12
858830633,274128150,38,267,517,12,1.7046E+12
858829400,274128483,38,278,515,12,1.7046E+12
858828216,274128700,37,288,516,12,1.7046E+12
858826383,274129283,33,298,516,12,1.7046E+12
858816966,274133766,42,297,515,15,1.7046E+12
858813150,274135383,32,284,515,15,1.7046E+12
858812333,274135450,30,273,516,15,1.7046E+12
858811483,274135366,31,261,516,15,1.7046E+12
858810616,274135099,34,249,516,16,1.7046E+12
858802783,274132166,40,262,522,15,1.7046E+12
858795416,274131233,46,251,526,14,1.7046E+12
858791233,274130300,46,263,528,15,1.7046E+12
858787550,274130116,46,273,531,15,1.7046E+12
858780350,274130916,33,286,530,15,1.7046E+12
858779633,274131300,32,302,530,15,1.7046E+12
858778933,274131816,32,312,530,15,1.7046E+12
858776016,274134233,26,290,528,15,1.7046E+12
858775266,274134366,27,276,528,15,1.7046E+12
858774466,274134283,28,262,527,15,1.7046E+12
858773799,274133833,27,233,527,15,1.7046E+12
858773216,274133149,31,215,527,15,1.7046E+12
858772833,274132350,33,204,527,15,1.7046E+12
858770516,274126933,36,215,526,14,1.7046E+12
858768800,274125650,36,232,525,15,1.7046E+12
858766033,274124283,37,245,525,15,1.7046E+12
858763349,274122900,37,225,525,15,1.7046E+12
858762700,274122133,37,214,526,15,1.7046E+12
858762216,274121416,35,204,527,15,1.7046E+12
858761133,274119566,22,222,530,15,1.7046E+12
858760616,274119266,21,235,531,15,1.7046E+12
858760049,274119099,21,249,531,15,1.7046E+12
858759366,274119083,23,263,532,15,1.7046E+12
858758633,274119183,25,276,533,14,1.7046E+12
858757816,274119383,28,288,534,14,1.7046E+12
858754199,274120616,36,277,536,14,1.7046E+12
858751983,274120516,42,264,537,14,1.7046E+12
858746683,274120283,49,282,541,14,1.7046E+12
858738316,274121799,51,272,541,14,1.7046E+12
858738316,274121799,51,272,541,14,1.7046E+12
858734233,274122400,46,288,541,14,1.7046E+12
858734233,274122400,46,288,541,14,1.7046E+12
858728033,274124083,47,276,543,14,1.7046E+12
858728033,274124083,47,276,543,14,1.7046E+12
858724733,274124150,34,277,541,14,1.7046E+12
858722783,274124716,36,288,542,14,1.7046E+12
858712050,274127566,43,285,547,15,1.7046E+12
858710083,274127900,37,274,549,15,1.7046E+12
858707483,274127933,27,270,550,16,1.7046E+12
858706733,274127983,25,280,551,15,1.7046E+12
858705166,274128466,27,292,553,15,1.7046E+12
858703800,274129283,29,310,555,15,1.7046E+12
858700866,274131966,40,312,561,15,1.7046E+12
858697500,274135266,49,326,565,15,1.7046E+12
858692766,274142316,48,339,565,15,1.7046E+12
858690683,274147433,41,320,565,17,1.7046E+12
858688783,274148733,43,309,566,16,1.7046E+12
858686099,274150716,43,319,566,17,1.7046E+12
858685016,274152583,45,335,564,17,1.7046E+12
858681333,274161133,56,337,560,17,1.7046E+12
858676900,274170516,54,339,554,17,1.7046E+12
858676066,274174350,54,353,552,17,1.7046E+12
858676016,274178350,41,355,549,16,1.7046E+12
858675899,274179983,25,353,547,16,1.7046E+12
858675583,274180783,17,338,548,17,1.7046E+12
858675350,274181116,22,324,548,17,1.7046E+12
858673483,274182166,31,295,548,15,1.7046E+12
858670416,274183200,43,295,547,15,1.7046E+12
858668200,274184200,44,283,543,14,1.7046E+12
858665750,274184283,40,271,539,13,1.7046E+12
858663483,274184499,41,290,538,14,1.7046E+12
858659850,274185583,43,276,530,14,1.7046E+12
858657433,274185500,48,261,527,14,1.7046E+12
858654916,274185233,48,272,526,15,1.7046E+12
858651933,274185783,49,288,525,14,1.7046E+12
858641500,274189250,47,280,520,14,1.7046E+12
858637833,274189533,49,265,517,14,1.7046E+12
858633516,274189050,52,254,515,15,1.7046E+12
858628583,274187816,39,268,513,15,1.7046E+12
858626250,274188216,41,285,513,15,1.7046E+12
858615933,274191650,50,298,516,15,1.7046E+12
858608566,274196750,47,308,527,14,1.7046E+12
858599650,274202483,47,310,533,15,1.7046E+12
858595016,274207000,44,322,530,16,1.7046E+12
858594133,274208666,32,341,530,16,1.7046E+12
858593883,274210250,34,354,528,16,1.7046E+12
858592500,274219366,33,341,528,16,1.7046E+12
858591633,274220883,34,327,527,14,1.7046E+12
858591000,274221500,33,316,526,15,1.7046E+12
858589516,274222516,33,303,526,14,1.7046E+12
858580716,274227133,38,301,533,14,1.7046E+12
858572616,274231316,37,288,538,14,1.7046E+12
858566483,274232449,39,277,538,12,1.7046E+12
858564133,274232316,39,260,536,13,1.7046E+12
858563233,274232133,40,250,537,12,1.7046E+12
858554916,274229266,32,228,532,13,1.7046E+12
858554450,274228566,29,213,531,13,1.7046E+12
858554200,274227783,29,197,530,13,1.7046E+12
858554266,274226933,28,176,530,13,1.7046E+12
858554600,274226083,32,161,529,13,1.7046E+12
858555250,274224033,38,173,528,13,1.7046E+12
858555083,274221983,39,192,527,12,1.7046E+12
858554733,274221200,37,210,527,12,1.7046E+12
858554066,274220466,37,221,527,11,1.7046E+12
858551900,274218550,37,209,526,13,1.7046E+12
858550800,274217000,32,219,527,12,1.7046E+12
858550133,274216449,32,229,528,14,1.7046E+12
858549250,274216133,32,249,528,14,1.7046E+12
858547849,274215750,21,249,529,14,1.7046E+12
858546916,274215350,20,239,529,13,1.7046E+12
858546500,274214966,23,229,529,14,1.7046E+12
858545550,274213833,29,212,529,14,1.7046E+12
858543500,274211099,34,231,530,14,1.7046E+12
858542516,274210866,34,249,530,14,1.7046E+12
858541316,274210916,36,265,530,13,1.7046E+12
858539749,274211133,40,277,531,14,1.7046E+12
858534533,274211533,44,263,528,14,1.7046E+12
858529150,274210383,34,242,524,15,1.7046E+12
858528516,274209899,34,230,525,15,1.7046E+12
858527866,274209250,33,218,524,15,1.7046E+12
858527399,274208466,33,207,523,14,1.7046E+12
858526300,274207066,34,221,522,13,1.7046E+12
858525533,274206583,34,235,522,13,1.7046E+12
858524550,274206483,33,262,521,12,1.7046E+12
858523533,274206666,35,281,521,13,1.7046E+12
858521483,274207450,41,300,521,13,1.7046E+12
858518283,274209633,42,286,523,13,1.7046E+12
858517083,274209833,40,274,523,13,1.7046E+12
858515916,274209700,39,261,524,13,1.7046E+12
858509866,274208866,36,284,529,13,1.7046E+12
858508950,274209200,35,295,530,13,1.7046E+12
858506666,274210333,25,294,533,14,1.7046E+12
858503366,274211550,38,293,534,14,1.7046E+12
858498516,274213149,49,285,534,14,1.7046E+12
858493266,274214566,47,299,533,14,1.7046E+12
858491250,274216166,47,312,534,14,1.7046E+12
858482200,274222600,53,309,537,14,1.7046E+12
858476099,274226716,52,321,541,13,1.7046E+12
858471549,274231966,53,307,544,13,1.7046E+12
858468566,274234116,42,319,544,13,1.7046E+12
858468016,274235166,42,332,544,14,1.7046E+12
858465183,274240283,44,319,545,14,1.7046E+12
858458483,274247266,51,325,539,14,1.7046E+12
858452499,274255816,58,327,533,15,1.7046E+12
858446783,274264750,58,328,532,15,1.7046E+12
858444433,274267899,46,325,530,15,1.7046E+12
858442716,274269883,48,315,530,15,1.7046E+12
858439816,274272000,44,302,528,15,1.7046E+12
858430366,274276233,50,298,530,15,1.7046E+12
858425633,274279366,50,310,526,14,1.7046E+12
858418316,274284566,39,304,521,15,1.7046E+12
858416516,274285399,40,287,522,14,1.7046E+12
858414166,274285583,43,277,522,16,1.7046E+12
858403833,274286716,49,278,519,13,1.7046E+12
858392733,274289333,52,285,518,13,1.7046E+12
858387500,274289999,46,271,518,14,1.7046E+12
858378416,274290200,46,282,517,12,1.7046E+12
858372000,274291366,47,269,516,11,1.7046E+12
858367183,274291633,44,280,514,13,1.7046E+12
858356950,274293466,46,285,515,14,1.7046E+12
858351883,274295216,48,295,515,14,1.7046E+12
858342183,274299883,49,300,519,14,1.7046E+12
858333216,274304799,40,302,521,14,1.7046E+12
858330516,274306583,39,314,522,14,1.7046E+12
858322933,274313000,40,320,527,16,1.7046E+12
858317483,274319100,45,309,529,15,1.7046E+12
858309333,274325400,37,317,529,15,1.7046E+12
858308016,274326850,40,327,528,15,1.7046E+12
858305266,274330883,27,326,524,16,1.7046E+12
858304383,274332166,15,331,524,15,1.7046E+12
858301616,274336833,26,329,530,15,1.7046E+12
858299716,274339700,36,328,531,15,1.7046E+12
858298600,274342233,39,339,531,15,1.7046E+12
858295533,274351050,44,342,527,16,1.7046E+12
858293250,274356666,32,334,529,16,1.7046E+12
858292300,274357950,29,322,530,16,1.7046E+12
858290516,274360316,30,339,532,17,1.7046E+12
858290116,274361933,32,353,534,16,1.7046E+12
858290150,274363683,34,5,535,16,1.7046E+12
858290816,274366266,35,17,537,16,1.7046E+12
858293150,274375033,29,7,545,15,1.7046E+12
858293066,274376533,30,348,545,14,1.7046E+12
858292799,274377216,29,336,546,15,1.7046E+12
858292416,274377833,30,323,546,15,1.7046E+12
858291799,274378416,29,312,546,16,1.7046E+12
858290233,274379033,32,291,547,16,1.7046E+12
858283633,274380416,33,281,546,14,1.7046E+12
858282666,274380483,32,271,545,14,1.7046E+12
858280950,274380283,30,256,544,14,1.7046E+12
858278783,274380033,24,278,543,13,1.7046E+12
858278150,274380266,25,293,543,15,1.7046E+12
858277516,274380650,26,306,543,15,1.7046E+12
858277099,274381200,26,325,542,13,1.7046E+12
858275349,274383499,28,306,541,14,1.7046E+12
858274466,274383683,31,287,541,14,1.7046E+12
858269500,274384966,25,305,541,15,1.7046E+12
858268966,274385416,24,319,541,16,1.7046E+12
858268400,274386450,21,345,543,16,1.7046E+12
858268383,274386983,20,8,543,16,1.7046E+12
858268683,274387466,21,28,543,15,1.7046E+12
858269216,274387766,22,50,543,15,1.7046E+12
858269849,274388099,25,60,543,15,1.7046E+12
858271283,274388633,26,71,544,16,1.7046E+12
858273983,274389650,24,47,544,17,1.7046E+12
858274483,274390133,26,31,543,15,1.7046E+12
858274749,274390783,26,13,544,15,1.7046E+12
858274800,274391549,28,1,544,17,1.7046E+12
858275583,274397200,29,16,546,15,1.7046E+12
858277150,274402766,30,355,546,15,1.7046E+12
858276983,274403483,29,344,546,16,1.7046E+12
858276666,274404100,26,333,546,16,1.7046E+12
858275716,274405233,28,316,545,16,1.7046E+12
858274866,274405500,29,300,544,16,1.7046E+12
858268783,274407766,19,299,540,15,1.7046E+12
858268366,274407900,15,287,540,15,1.7046E+12
858267916,274407983,16,275,540,15,1.7046E+12
858267416,274407916,19,262,540,15,1.7046E+12
858266216,274407600,24,250,539,14,1.7046E+12
858264916,274406783,30,232,538,15,1.7046E+12
858261266,274404116,23,253,536,13,1.7046E+12
858260633,274404183,22,276,535,13,1.7046E+12
858260633,274404183,22,276,535,13,1.7046E+12
858259966,274404450,24,295,535,13,1.7046E+12
858259483,274404900,24,316,534,13,1.7046E+12
858259200,274405516,24,332,534,15,1.7046E+12
858259233,274406233,23,354,533,15,1.7046E+12
858259583,274406916,25,18,533,14,1.7046E+12
858259999,274407550,26,31,533,14,1.7046E+12
858262433,274410650,28,42,533,15,1.7046E+12
858263900,274412250,26,29,534,16,1.7046E+12
858264149,274412983,28,14,535,16,1.7046E+12
858264233,274413700,26,4,536,15,1.7046E+12
858263766,274415116,28,333,537,13,1.7046E+12
858262600,274416333,31,313,538,13,1.7046E+12
858258750,274419250,32,324,539,14,1.7046E+12
858257900,274420716,30,341,539,15,1.7046E+12
858257766,274421566,32,354,538,15,1.7046E+12
858257800,274422416,35,4,538,15,1.7046E+12
858258366,274427750,42,351,533,16,1.7046E+12
858256533,274434366,37,341,528,16,1.7046E+12
858254450,274438616,37,327,529,16,1.7046E+12
858247800,274446483,40,323,530,17,1.7046E+12
858244583,274451016,28,323,532,17,1.7046E+12
858242183,274453283,31,308,533,17,1.7046E+12
858241433,274453633,29,298,532,17,1.7046E+12
858240216,274453983,18,287,530,17,1.7046E+12
858239650,274454100,7,277,529,17,1.7046E+12
858238300,274454133,17,273,528,18,1.7046E+12
858237166,274454066,22,261,528,18,1.7046E+12
858235883,274453733,26,249,527,17,1.7046E+12
858234450,274453033,29,238,526,17,1.7046E+12
858233083,274451983,32,227,526,17,1.7046E+12
858225266,274445200,33,234,527,16,1.7046E+12
858216949,274441100,29,245,531,16,1.7046E+12
858207083,274437766,33,248,534,16,1.7046E+12
858196883,274434250,33,248,533,16,1.7046E+12
858186733,274431216,39,255,536,14,1.7046E+12
858180616,274430216,49,265,537,14,1.7046E+12
858169316,274430183,57,269,533,15,1.7046E+12
858158483,274430766,51,273,535,15,1.7046E+12
858147833,274431366,46,272,535,16,1.7046E+12
858141583,274432133,43,285,536,16,1.7046E+12
858138266,274433233,42,295,539,16,1.7046E+12
858135249,274434850,40,306,541,16,1.7046E+12
858129366,274439000,36,295,543,15,1.7046E+12
858127650,274439500,34,285,541,15,1.7046E+12
858125766,274439733,33,270,539,15,1.7046E+12
858123899,274439483,34,256,538,15,1.7046E+12
858121283,274438533,34,246,537,15,1.7046E+12
858111599,274435850,29,262,534,14,1.7046E+12
858110800,274435816,30,272,534,14,1.7046E+12
858109100,274436166,32,289,534,15,1.7046E+12
858107316,274436933,34,300,534,15,1.7046E+12
858103000,274439150,33,287,536,15,1.7046E+12
858101366,274439366,28,274,537,14,1.7046E+12
858098883,274439316,17,265,541,15,1.7046E+12
858097966,274439300,4,268,544,15,1.7046E+12
858097883,274439283,0,268,543,15,1.7046E+12
858096133,274439383,9,279,547,15,1.7046E+12
858095050,274439516,16,268,548,15,1.7046E+12
858093333,274439283,22,252,549,15,1.7046E+12
