Priority,element,X,Y,Speed,Angle,Altitude,Satellites,IO,239,240,21,200,69,113,181,182,66,24,67,68,241,Timestamp,EventSource,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704737711000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13243,0,4127,0,42902,1704737831000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704737951000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704738071000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704738191000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704738311000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,11,7,13254,0,4127,0,42902,1704738431000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704738551000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704738671000,0,
0,,860614183,273779233,0,243,551,14,,0,0,3,0,1,100,11,7,13247,0,4127,0,42902,1704738791000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704738911000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,11,7,13253,0,4127,0,42902,1704739031000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704739151000,0,
0,,860614183,273779233,0,243,551,13,,0,0,3,0,1,100,10,7,13248,0,4127,0,42902,1704739271000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,7,13254,0,4127,0,42902,1704739391000,0,
0,,860614183,273779233,0,243,551,13,,0,0,3,0,1,100,11,8,13247,0,4129,0,42902,1704739511000,0,
0,,860614183,273779233,0,243,551,14,,0,0,3,0,1,100,11,7,13247,0,4127,0,42902,1704739631000,0,
0,,860614183,273779233,0,243,551,11,,0,0,3,0,1,100,12,8,13247,0,4127,0,42902,1704739751000,0,
0,,860614183,273779233,0,243,551,12,,0,0,4,0,1,100,14,8,13247,0,4130,0,42902,1704739871000,0,
0,,860614183,273779233,0,243,551,13,,0,0,3,0,1,100,11,8,13247,0,4127,0,42902,1704739991000,0,
0,,860614183,273779233,0,243,551,12,,0,0,3,0,1,100,12,8,13247,0,4127,0,42902,1704740111000,0,
0,,860614183,273779233,0,243,551,9,,0,0,3,0,1,100,13,10,13254,0,4129,0,42902,1704740231000,0,
0,,860614183,273779233,0,243,551,14,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704740351000,0,
0,,860614183,273779233,0,243,551,13,,0,0,3,0,1,100,11,8,13247,0,4127,0,42902,1704740471000,0,
0,,860614183,273779233,0,243,551,12,,0,0,3,0,1,100,12,9,13247,0,4127,0,42902,1704740591000,0,
0,,860614183,273779233,0,243,551,12,,0,0,3,0,1,100,12,8,13248,0,4127,0,42902,1704740711000,0,
0,,860614183,273779233,0,243,551,13,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704740831000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704740951000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704741071000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704741191000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704741311000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,6,13247,0,4127,0,42902,1704741431000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704741551000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,12,6,13247,0,4127,0,42902,1704741671000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704741791000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,11,6,13247,0,4127,0,42902,1704741911000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704742031000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704742151000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704742271000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,9,6,13246,0,4127,0,42902,1704742391000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704742511000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,10,7,13247,0,4127,0,42902,1704742631000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,9,6,13242,0,4127,0,42902,1704742751000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704742871000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704742991000,0,
0,,860614183,273779233,0,243,551,17,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704743111000,0,
0,,860614183,273779233,0,243,551,16,,0,0,3,0,1,100,9,6,13247,0,4127,0,42902,1704743231000,0,
0,,860614183,273779233,0,243,551,15,,0,0,3,0,1,100,12,6,13247,0,4127,0,42902,1704743351000,0,
