Priority,element,X,Y,Speed,Angle,Altitude,Satellites,IO,239,240,21,200,69,113,181,182,66,24,67,68,241,Timestamp,EventSource,
0,,862302916,276366550,0,82,1945,17,,0,0,5,0,1,100,12,7,12221,0,4122,0,42902,1705256156000,0,
0,,862302916,276366550,0,82,1945,18,,0,0,5,0,1,100,12,6,12221,0,4122,0,42902,1705256276000,0,
0,,862302916,276366550,0,82,1945,19,,0,0,5,0,1,100,12,6,12221,0,4122,0,42902,1705256396000,0,
0,,862302916,276366550,0,82,1945,18,,0,0,5,0,1,100,9,6,12227,0,4122,0,42902,1705256516000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,12,8,12221,0,4122,0,42902,1705256636000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,15,8,12221,0,4122,0,42902,1705256756000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,20,9,12221,0,4122,0,42902,1705256876000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,12,8,12220,0,4122,0,42902,1705256996000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,13,8,12221,0,4122,0,42902,1705257116000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,16,8,12221,0,4122,0,42902,1705257236000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,16,8,12221,0,4122,0,42902,1705257356000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,16,8,12222,0,4122,0,42902,1705257476000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,16,8,12221,0,4122,0,42902,1705257596000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,11,8,12221,0,4122,0,42902,1705257716000,0,
0,,862302916,276366550,0,82,1945,17,,0,0,5,0,1,100,12,7,12221,0,4122,0,42902,1705257836000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705257956000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,11,8,12221,0,4122,0,42902,1705258076000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,13,7,12221,0,4122,0,42902,1705258196000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,13,8,12221,0,4122,0,42902,1705258316000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,11,8,12214,0,4122,0,42902,1705258436000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12220,0,4122,0,42902,1705258556000,0,
0,,862302916,276366550,0,82,1945,17,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705258676000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12219,0,4122,0,42902,1705258796000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705258916000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705259036000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12217,0,4122,0,42902,1705259156000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,12,8,12221,0,4122,0,42902,1705259276000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,13,7,12229,0,4122,0,42902,1705259396000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,14,8,12221,0,4122,0,42902,1705259516000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705259636000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,11,8,12221,0,4122,0,42902,1705259756000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705259876000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,11,7,12221,0,4122,0,42902,1705259996000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,11,8,12221,0,4122,0,42902,1705260116000,0,
0,,862302916,276366550,0,82,1945,16,,0,0,5,0,1,100,13,7,12221,0,4122,0,42902,1705260236000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,10,7,12221,0,4122,0,42902,1705260356000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,18,9,12221,0,4122,0,42902,1705260476000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,16,9,12206,0,4122,0,42902,1705260596000,0,
0,,862302916,276366550,0,82,1945,15,,0,0,5,0,1,100,18,9,12221,0,4122,0,42902,1705260716000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,12,9,12221,0,4122,0,42902,1705260836000,0,
0,,862302916,276366550,0,82,1945,13,,0,0,5,0,1,100,20,10,12218,0,4122,0,42902,1705260956000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,20,10,12221,0,4122,0,42902,1705261076000,0,
0,,862302916,276366550,0,82,1945,12,,0,0,5,0,1,100,22,11,12221,0,4122,0,42902,1705261196000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,12,9,12212,0,4122,0,42902,1705261316000,0,
0,,862302916,276366550,0,82,1945,14,,0,0,5,0,1,100,20,10,12221,0,4122,0,42902,1705261436000,0,
