Priority,element,X,Y,Speed,Angle,Altitude,Satellites,IO,239,240,21,200,69,113,181,182,66,24,67,68,241,Timestamp,EventSource,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,13,7,12246,0,4124,0,42902,1704996947000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,15,8,12270,0,4124,0,42902,1704997067000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,15,7,12221,0,4122,0,42902,1704997187000,0,
0,,853550100,276769916,0,27,1314,14,,0,0,5,0,1,100,15,8,12236,0,4124,0,42902,1704997307000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,13,7,12229,0,4123,0,42902,1704997427000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,12,7,12222,0,4122,0,42902,1704997547000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,5,0,1,100,10,6,12229,0,4124,0,42902,1704997667000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,10,7,12230,0,4123,0,42902,1704997787000,0,
0,,853550100,276769916,0,27,1314,14,,0,0,5,0,1,100,13,8,12224,0,4123,0,42902,1704997907000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,5,0,1,100,12,7,12230,0,4123,0,42902,1704998027000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,5,0,1,100,12,7,12257,0,4124,0,42902,1704998147000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,5,0,1,100,12,7,12225,0,4123,0,42902,1704998267000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,12,7,12228,0,4124,0,42902,1704998387000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,10,7,12237,0,4124,0,42902,1704998507000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,11,7,12229,0,4124,0,42902,1704998627000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,11,7,12239,0,4123,0,42902,1704998747000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,12,8,12221,0,4124,0,42902,1704998867000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,9,7,12222,0,4123,0,42902,1704998987000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,10,8,12222,0,4124,0,42902,1704999107000,0,
0,,853550100,276769916,0,27,1314,13,,0,0,5,0,1,100,10,8,12246,0,4123,0,42902,1704999227000,0,
0,,853550100,276769916,0,27,1314,18,,0,0,5,0,1,100,9,6,12242,0,4123,0,42902,1704999347000,0,
0,,853550100,276769916,0,27,1314,14,,0,0,5,0,1,100,10,8,12232,0,4124,0,42902,1704999467000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,11,8,12235,0,4123,0,42902,1704999587000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,12,8,12231,0,4123,0,42902,1704999707000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,14,8,12225,0,4124,0,42902,1704999827000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,10,7,12221,0,4123,0,42902,1704999947000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,11,7,12235,0,4123,0,42902,1705000067000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,10,7,12234,0,4124,0,42902,1705000187000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,14,8,12221,0,4124,0,42902,1705000307000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,14,8,12232,0,4123,0,42902,1705000427000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,15,8,12224,0,4124,0,42902,1705000547000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,5,0,1,100,11,7,12245,0,4123,0,42902,1705000667000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,12,7,12221,0,4123,0,42902,1705000787000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,11,7,12221,0,4124,0,42902,1705000907000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,14,7,12239,0,4123,0,42902,1705001027000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,4,0,1,100,13,7,12221,0,4123,0,42902,1705001147000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,14,7,12225,0,4127,0,42902,1705001267000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,4,0,1,100,13,7,12221,0,4123,0,42902,1705001387000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,4,0,1,100,11,7,12219,0,4123,0,42902,1705001507000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,4,0,1,100,13,7,12091,0,4121,0,42902,1705001627000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,14,8,12221,0,4124,0,42902,1705001747000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,13,7,12221,0,4123,0,42902,1705001867000,0,
0,,853550100,276769916,0,27,1314,17,,0,0,4,0,1,100,12,7,12221,0,4122,0,42902,1705001987000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,4,0,1,100,14,8,12221,0,4123,0,42902,1705002107000,0,
0,,853550100,276769916,0,27,1314,16,,0,0,5,0,1,100,10,7,12213,0,4122,0,42902,1705002227000,0,
0,,853550100,276769916,0,27,1314,14,,0,0,5,0,1,100,14,8,12221,0,4123,0,42902,1705002347000,0,
0,,853550100,276769916,0,27,1314,13,,0,0,5,0,1,100,15,8,12221,0,4124,0,42902,1705002467000,0,
0,,853550100,276769916,0,27,1314,15,,0,0,5,0,1,100,14,8,12221,0,4125,0,42902,1705002587000,0,
